,Clean Ingredients
9997,"['olive oil', 'garlic clove', 'black olive', 'carrot', 'onion', 'butter bean', 'garlic', 'chicken stock', 'parsley', 'hot smoked paprika', 'lamb shoulder', 'roasted red pepper', 'dried rosemary']"
9998,"['butter', 'spaghetti', 'parmesan', 'lemon', 'pumpkin', 'caster sugar', 'sage leaf']"
9999,"['butter', 'allspice', 'pine nut', 'broad bean', 'basmati rice', 'dill', 'spring onion', 'frond']"
10000,"['garlic clove', 'olive oil', 'butter', 'carrot', 'thyme', 'rosemary', 'bay leaf', 'cumin seed', 'star anise']"
10001,"['celery', 'fennel bulb', 'extravirgin olive oil', 'lemon juice']"
10002,"['olive oil', 'sweet potato', 'garlic clove', 'mint', 'lime', 'ground cumin', 'polenta', 'coriander', 'salt', 'greek yogurt']"
10003,"['cherry tomato', 'olive oil', 'garlic clove', 'chickpea', 'red onion', 'broccoli', 'basil', 'new potato', 'red pepper']"
10004,"['olive oil', 'saffron', 'chickpea', 'white wine', 'crusty bread', 'chorizo', 'lemon', 'garlic', 'chicken stock', 'paprika', 'parsley', 'chicken', 'potato', 'greek yogurt']"
10005,"['feta cheese', 'egg', 'olive oil', 'carrot', 'onion', 'sugar', 'ground cumin', 'pork', 'passata', 'chopped tomato', 'ginger', 'parsley', 'breadcrumb', 'caraway seed']"
10006,"['icing sugar', 'ground almond', 'dark chocolate', 'chocolate', 'cocoa', 'raspberry', 'brandy', 'vanilla', 'egg white', 'blanched almond']"
10007,"['chilli', 'olive oil', 'onion', 'cheese', 'double cream', 'breadcrumb', 'bacon', 'potato']"
10008,"['garlic clove', 'olive oil', 'mint', 'lamb', 'balsamic vinegar']"
10009,"['egg', 'butter', 'baking powder', 'milk', 'cream', 'caster sugar', 'peach', 'flour', 'vanilla extract']"
10010,['sushi rice']
10011,"['onion', 'sesame oil', 'pork', 'tomato', 'cornflour', 'ground ginger', 'apple', 'turmeric', 'carrot', 'sushi rice', 'honey', 'vegetable oil', 'garlic clove', 'coriander', 'ginger', 'egg white', 'soy sauce', 'chicken stock', 'breadcrumb', 'curry powder']"
10012,"['cherry tomato', 'olive oil', 'garlic paste', 'haddock fillet', 'lemon', 'mayonnaise', 'parsley', 'breadcrumb']"
10013,"['olive oil', 'walnut', 'carrot', 'red onion', 'dijon mustard', 'hazelnut', 'mixed nut', 'red wine vinegar']"
10014,"['white wine', 'dried apricot', 'lemon', 'cardamom pod', 'honey', 'vanilla pod', 'star anise']"
10015,"['blackberry', 'lemon', 'lychee', 'caster sugar', 'bay leaf', 'water', 'green olive']"
10016,"['garlic clove', 'dry sherry', 'orange', 'soy sauce', 'honey', 'ginger', 'fivespice powder', 'chicken']"
10017,"['parsnip', 'olive oil', 'carrot', 'onion', 'chicken leg', 'chickpea', 'coriander', 'tomato']"
10018,"['garlic clove', 'chicken leg', 'rice wine vinegar', 'lime', 'sugar', 'ground cumin', 'coconut', 'allspice', 'shallot', 'cooked rice', 'ginger', 'parsley', 'spring onion', 'scotch']"
10019,"['olive oil', 'onion', 'chicken leg', 'red chilli', 'thyme leaf', 'barbecue sauce', 'sweetcorn', 'chicken stock', 'green pepper', 'long grain rice']"
10020,"['carrot', 'soy sauce', 'mirin', 'chicken stock', 'skinless chicken breast', 'miso paste', 'spring onion', 'long grain rice']"
10021,"['chocolate', 'double cream', 'vanilla bean paste', 'caster sugar', 'banana', 'hazelnut', 'salted butter', 'vanilla extract', 'muscovado sugar']"
10022,"['cherry tomato', 'olive oil', 'yellow pepper', 'onion', 'ricotta', 'plain flour', 'chopped tomato', 'basil leaf', 'bread mix']"
10023,"['cider', 'apple', 'caster sugar']"
10024,"['red wine', 'icing sugar', 'cinnamon stick', 'apple', 'sugar', 'jam', 'allspice', 'cardamom pod', 'vanilla pod', 'star anise', 'puff pastry']"
10025,"['bread roll', 'olive oil', 'asparagus', 'salad']"
10026,"['egg', 'anchovy', 'olive oil', 'black olive', 'asparagus spear', 'brioche', 'egg yolk', 'lemon juice', 'parmesan', 'balsamic vinegar', 'dijon mustard', 'plain flour', 'cayenne pepper', 'clarified butter']"
10027,"['garlic clove', 'olive oil', 'egg', 'mozzarella', 'semolina flour', 'parmesan', 'plain flour', 'basil', 'chopped tomato', 'breadcrumb']"
10028,"['cheddar', 'egg', 'butter', 'baking powder', 'strong white bread flour', 'polenta', 'whole milk']"
10029,"['parsnip', 'butter', 'horseradish', 'onion', 'fresh chive', 'potato', 'greek yogurt']"
10030,"['olive oil', 'garlic clove', 'saffron', 'potato', 'onion', 'butter', 'extra virgin olive oil', 'chorizo', 'milk', 'chicken thigh', 'thyme', 'chicken stock', 'bay leaf', 'red pepper']"
10031,"['pizza sauce', 'cherry tomato', 'olive oil', 'chorizo', 'caper']"
10032,"['olive oil', 'carrot', 'onion', 'chickpea', 'vegetable stock', 'basmati rice', 'greek yogurt', 'almond', 'harissa']"
10033,"['garlic clove', 'olive oil', 'butter', 'onion', 'vegetable stock', 'bread', 'milk', 'celery', 'sweetcorn', 'tabasco sauce', 'green pepper', 'fresh chive', 'potato']"
10034,"['salt', 'egg', 'food colouring', 'icing sugar', 'baking powder', 'cheese', 'white chocolate', 'bicarbonate of soda', 'buttermilk', 'plain flour', 'vegetable oil', 'caster sugar', 'mixed spice', 'salted butter', 'vanilla extract']"
10035,"['unsalted butter', 'cinnamon stick', 'egg yolk', 'plain flour', 'lemon', 'milk', 'caster sugar', 'cornflour']"
10036,"['sherry vinegar', 'goat cheese', 'extravirgin olive oil', 'lamb', 'peach', 'hazelnut', 'armagnac']"
10037,"['caster sugar', 'yoghurt', 'toasted sesame seed', 'green tea']"
10038,"['unsalted butter', 'olive oil', 'egg', 'red onion', 'lime', 'smoked salmon', 'coriander', 'curry paste', 'basmati rice', 'spring onion']"
10039,"['mint', 'orange', 'dark rum', 'maraschino cherry', 'lime juice', 'ice', 'grenadine', 'white rum', 'pineapple juice']"
10040,"['rose petal', 'lemon juice', 'orange zest', 'absinthe', 'egg white']"
10041,"['asparagus spear', 'lemon thyme', 'parmesan', 'lemon', 'prosciutto']"
10042,"['parsnip', 'olive oil', 'carrot', 'honey', 'black peppercorn']"
10043,"['egg', 'shortcrust pastry', 'egg yolk', 'double cream', 'plain flour', 'caster sugar', 'vanilla pod']"
10044,"['cheddar', 'olive oil', 'garlic clove', 'onion', 'carrot', 'avocado', 'lime', 'milk', 'tortilla', 'cream', 'celery', 'coriander', 'passata', 'beef', 'tomato', 'black bean', 'chipotle']"
10045,"['garlic clove', 'mint', 'olive oil', 'lemon', 'tahini', 'greek yogurt']"
10046,"['cheddar', 'cauliflower', 'butter', 'steak', 'egg yolk', 'red onion', 'milk', 'vegetable oil', 'mustard', 'cayenne pepper', 'worcestershire sauce', 'flour']"
10047,"['raisin', 'egg', 'ground almond', 'brazil nut', 'butter', 'ground cinnamon', 'golden syrup', 'currant', 'dark rum', 'cherry', 'plain flour', 'glace cherry', 'blanched almond', 'sultana', 'marzipan', 'ground ginger', 'muscovado sugar']"
10048,"['ground coriander', 'smoked paprika', 'onion', 'bicarbonate of soda', 'plain flour', 'lager', 'caster sugar', 'malt vinegar', 'cayenne pepper', 'cornflour']"
10049,"['chilli', 'garlic clove', 'ricotta salata', 'onion', 'extra virgin olive oil', 'spaghetti', 'sugar', 'aubergine', 'basil', 'chopped tomato', 'salt', 'caper']"
10050,"['orange juice', 'strawberry', 'banana']"
10051,"['apple', 'onion', 'sunflower oil', 'sage', 'filo', 'pork sausage', 'salad']"
10052,"['walnut', 'beetroot', 'mackerel', 'horseradish sauce', 'celery', 'new potato', 'salad dressing', 'salad']"
10053,"['unsalted butter', 'egg', 'baking powder', 'lime', 'ginger', 'plain flour', 'milk', 'caster sugar', 'coconut', 'granulated sugar', 'ground ginger']"
10054,"['unsalted butter', 'buttermilk', 'caster sugar', 'granulated sugar', 'flour', 'ground ginger', 'egg white']"
10055,"['egg', 'icing sugar', 'butter', 'golden syrup', 'icing', 'bicarbonate of soda', 'plain flour', 'mixed spice', 'brown sugar', 'ground ginger']"
10056,"['olive oil', 'carrot', 'onion', 'double cream', 'vegetable stock', 'baby spinach', 'celery', 'green lentil', 'streaky bacon']"
10057,"['cheddar', 'shortcrust pastry', 'spinach', 'ground nutmeg', 'parmesan', 'flour']"
10058,"['cheddar', 'egg', 'cauliflower', 'olive oil', 'butter', 'steak', 'broccoli', 'dijon mustard', 'spelt flour', 'yolk', 'creme fraiche', 'white flour', 'hazelnut', 'flour']"
10059,"['spinach', 'black sesame seed', 'soy sauce', 'toast', 'melted butter', 'miso paste', 'spring onion']"
10060,"['peppercorn', 'olive oil', 'butter', 'lemon', 'asparagus', 'salmon fillet', 'chive', 'breadcrumb']"
10061,"['radish', 'white wine vinegar', 'olive oil', 'chicken breast', 'broccoli', 'red onion', 'sourdough bread', 'lemon', 'kumquat', 'poppy seed', 'caster sugar', 'mustard powder', 'chive', 'toasted almond']"
10062,"['garlic clove', 'butter', 'egg yolk', 'double cream', 'thyme leaf', 'parmesan', 'chard', 'breadcrumb', 'sea salt']"
10063,"['butter', 'double cream', 'parmesan', 'mustard', 'chard']"
10064,"['olive oil', 'onion', 'plain flour', 'cajun seasoning', 'breadcrumb', 'egg white']"
10065,"['rose petal', 'cardamom pod', 'tonic water', 'ice', 'gin']"
10066,"['dry vermouth', 'ice', 'gin', 'onion']"
10067,"['maple syrup', 'sherry vinegar', 'garlic clove', 'olive oil', 'anchovy', 'beetroot', 'mozzarella', 'lemon juice', 'allspice', 'thyme', 'ginger', 'watercress', 'grapefruit juice']"
10068,"['meringue', 'icing sugar', 'orange', 'double cream', 'orange juice', 'cornflour', 'caster sugar', 'vanilla pod', 'biscuit']"
10069,"['mascarpone', 'garlic clove', 'olive oil', 'baby spinach', 'parmesan', 'chopped tomato', 'basil leaf', 'gnocchi']"
10070,"['egg', 'butter', 'bicarbonate of soda', 'plain flour', 'milk', 'chive', 'cheddar cheese', 'paprika', 'mustard powder']"
10071,"['chilli', 'egg', 'garlic clove', 'sesame seed', 'soy sauce', 'vegetable oil', 'rice', 'ginger', 'spring onion']"
10072,"['olive oil', 'red onion', 'aubergine', 'garlic', 'new potato', 'chopped tomato', 'parsley', 'tomato', 'red pepper']"
10073,"['garlic clove', 'olive oil', 'butter', 'carrot', 'onion', 'bouquet garni', 'bean', 'celery', 'rosemary', 'bay leaf', 'parsley', 'tomato']"
10074,"['chilli', 'garlic clove', 'red onion', 'lime', 'lettuce', 'ground clove', 'coriander', 'chicken stock', 'bay leaf', 'chipotle', 'cider vinegar']"
10075,"['garlic clove', 'sweet potato', 'red onion', 'baby spinach', 'lemon', 'parsley leaf', 'pomegranate', 'rapeseed oil', 'chicken', 'fennel seed']"
10076,"['lime', 'beansprouts', 'mint leaf', 'papaya', 'basil leaf', 'peanut']"
10077,"['garlic clove', 'mint', 'cucumber', 'turmeric', 'red onion', 'yogurt', 'lemon juice', 'quinoa', 'coriander', 'cod', 'tomato', 'cumin seed']"
10078,"['garlic clove', 'carrot', 'onion', 'broccoli', 'fennel bulb', 'celery', 'oat', 'chicken stock', 'parsley', 'turkey breast', 'fennel seed', 'rapeseed oil', 'tomato', 'frond']"
10079,"['maple syrup', 'blueberry', 'milk', 'vanilla ice cream', 'vanilla extract']"
10080,"['egg', 'butter', 'lemon curd', 'lemon', 'caster sugar', 'cornflour', 'flour', 'blueberry', 'greek yogurt']"
10081,"['raisin', 'beetroot', 'currant', 'red cabbage', 'balsamic vinegar', 'dark brown sugar', 'baguette', 'pork sausage', 'cumin seed']"
10082,"['garlic clove', 'butter', 'black olive', 'lemon', 'basil', 'salmon', 'dill', 'basil leaf', 'sundried tomato', 'artichoke heart', 'caper']"
10083,"['white wine vinegar', 'olive oil', 'egg', 'skinless chicken thigh', 'pretzel', 'honey', 'mustard', 'flour', 'salad']"
10084,"['red wine', 'butter', 'spinach', 'sourdough', 'chestnut', 'smoked bacon']"
10085,"['garlic clove', 'red wine', 'carrot', 'onion', 'plain flour', 'prune', 'celery', 'wild rice', 'streaky bacon', 'vegetable oil', 'thyme', 'chicken stock', 'brandy', 'rabbit', 'bay leaf', 'brown sugar']"
10086,"['olive oil', 'cinnamon stick', 'butter', 'orange', 'dried apricot', 'orange juice', 'soy sauce', 'honey', 'streaky bacon', 'thyme', 'watercress']"
10087,"['white wine vinegar', 'egg', 'baking powder', 'orange juice', 'milk', 'plain flour', 'tomato ketchup', 'chicken breast fillet', 'caster sugar', 'water', 'tomato', 'cornflour']"
10088,"['white wine vinegar', 'olive oil', 'ham', 'dijon mustard', 'mayonnaise', 'new potato', 'chive']"
10089,"['garlic clove', 'butter', 'dry white wine', 'new potato', 'bay leaf']"
10090,"['ground cinnamon', 'double cream', 'chestnut', 'grand marnier', 'brown sugar', 'greek yogurt']"
10091,"['nutmeg', 'spinach', 'cheese']"
10092,"['egg', 'butter', 'spinach', 'ricotta', 'filo', 'basil', 'tomato', 'spring onion', 'butternut squash']"
10093,"['egg', 'icing sugar', 'butter', 'egg yolk', 'double cream', 'blueberry', 'plain flour', 'caster sugar', 'almond', 'sea salt']"
10094,"['icing sugar', 'shortcrust pastry', 'ground cinnamon', 'cheese', 'orange', 'caster sugar', 'blueberry']"
10095,"['unsalted butter', 'egg', 'baking powder', 'vanilla extract', 'lemon', 'cream', 'caster sugar', 'flour', 'blueberry']"
10096,"['white bread', 'blackberry', 'raspberry', 'caster sugar', 'water', 'blueberry']"
10097,"['olive oil', 'tarragon', 'lemon', 'chicken thigh', 'new potato', 'paprika']"
10098,"['cherry tomato', 'olive oil', 'red onion', 'sausage', 'balsamic vinegar', 'honey', 'thyme', 'red pepper']"
10099,"['garlic clove', 'tarragon leaf', 'butter', 'lemon juice', 'dijon mustard', 'lemon', 'pancetta', 'mustard', 'new potato', 'rabbit']"
10100,"['garlic clove', 'red wine', 'cranberry', 'leek', 'butter', 'carrot', 'onion', 'thyme leaf', 'port', 'apple', 'lemon', 'goose', 'vegetable oil', 'chicken stock', 'caster sugar', 'parsley', 'potato']"
10101,"['olive oil', 'butter', 'onion', 'parsley leaf', 'thyme', 'new potato', 'bay leaf']"
10102,"['olive oil', 'mint', 'garlic clove', 'parmesan', 'lemon', 'basil', 'green bean', 'new potato', 'dill', 'parsley', 'pasta', 'chive']"
10103,"['cherry tomato', 'egg', 'anchovy', 'olive oil', 'black olive', 'lettuce', 'green bean', 'new potato', 'red wine vinegar']"
10104,"['sherry vinegar', 'radish', 'ham', 'extravirgin olive oil', 'new potato', 'bay leaf']"
10105,"['mint', 'new potato']"
10106,"['ground coriander', 'garlic clove', 'red onion', 'lime', 'avocado', 'red chilli', 'ground cumin', 'coriander', 'corn', 'rapeseed oil', 'salmon fillet', 'chilli powder', 'red pepper']"
10107,"['icing sugar', 'egg', 'tea', 'dark chocolate', 'chocolate', 'white chocolate', 'milk', 'cream', 'vegetable oil', 'cocoa powder', 'flour', 'egg white', 'muscovado sugar']"
10108,"['unsalted butter', 'egg', 'sugar', 'chocolate', 'bicarbonate of soda', 'vanilla extract', 'plain flour', 'milk chocolate', 'caster sugar', 'hazelnut', 'sea salt']"
10109,"['maple syrup', 'unsalted butter', 'egg', 'shortbread', 'cinnamon stick', 'orange', 'pecan', 'ground cinnamon', 'butter', 'icing sugar', 'milk', 'cinnamon', 'white flour', 'dark brown sugar', 'caster sugar', 'yeast', 'salt']"
10110,"['egg', 'sunflower oil', 'vegetable stock', 'couscous', 'yogurt', 'feta cheese', 'tomato', 'spring onion']"
10111,"['egg', 'butter', 'fudge', 'light brown sugar', 'milk chocolate chip', 'rolled oat', 'flour']"
10112,"['egg yolk', 'double cream', 'chocolate', 'caster sugar', 'instant coffee', 'hazelnut']"
10113,"['unsalted butter', 'egg', 'egg yolk', 'lime', 'plain flour', 'caster sugar', 'biscuit']"
10114,"['mint leaf', 'garlic clove', 'cucumber', 'greek yogurt']"
10115,"['mascarpone', 'olive oil', 'onion', 'vegetable stock', 'trout', 'lemon', 'chive', 'risotto rice']"
10116,"['chilli', 'garlic clove', 'olive oil', 'red onion', 'kale', 'sausage', 'cannellini bean', 'chicken stock cube', 'lemon']"
10117,"['olive oil', 'mushroom', 'red onion', 'chorizo', 'cannellini bean', 'parsley', 'red wine vinegar']"
10118,"['garlic clove', 'lettuce leaf', 'sirloin steak', 'red onion', 'red chilli', 'lime', 'extravirgin olive oil', 'thyme', 'baguette', 'tomato', 'cumin seed', 'red pepper']"
10119,"['lime', 'red cabbage', 'honey', 'coriander', 'mango', 'salmon fillet', 'spring onion', 'red pepper']"
10120,"['olive oil', 'garlic clove', 'orange', 'vermouth', 'red chilli', 'chicken thigh', 'honey', 'thyme', 'shallot', 'bay leaf', 'parsley', 'worcestershire sauce', 'red wine vinegar', 'chicory']"
10121,"['chilli', 'mint', 'turmeric', 'sugar', 'tamarind concentrate', 'lemongrass', 'sea bass fillet', 'ginger paste', 'shallot', 'ginger', 'tomato', 'shrimp paste']"
10122,"['cherry tomato', 'garlic clove', 'green apple', 'fish sauce', 'red chilli', 'sugar', 'lime', 'lime juice', 'coriander', 'shallot', 'vegetable oil', 'roasted peanut']"
10123,"['chilli', 'mango chutney', 'coriander', 'nigella seed', 'bacon', 'bread', 'greek yogurt']"
10124,"['mayonnaise', 'ketchup', 'mustard', 'cornichons']"
10125,"['lemon juice', 'ice cube', 'lemon', 'ice', 'gin', 'sugar syrup']"
10126,"['apple juice', 'mint leaf', 'water']"
10127,"['ground coriander', 'olive oil', 'apricot', 'ground cumin', 'chicken stock cube', 'green bean', 'chicken breast fillet', 'olive', 'coriander']"
10128,"['unsalted butter', 'egg', 'warm water', 'sesame seed', 'milk', 'dried yeast', 'caster sugar', 'flour']"
10129,"['sunflower oil', 'baking potato', 'chicken', 'paprika', 'muscovado sugar']"
10130,"['garlic clove', 'carrot', 'steak', 'red chilli', 'lime', 'brown rice', 'brown sugar', 'rice wine vinegar', 'fish sauce', 'coriander', 'cabbage', 'rapeseed oil', 'spring onion']"
10131,"['apple', 'orange', 'ground cinnamon', 'butter', 'sugar', 'ice cream', 'granola']"
10132,"['butter', 'baking powder', 'dark chocolate', 'sunflower oil', 'double cream', 'golden syrup', 'bread', 'plain flour', 'cinnamon', 'caster sugar', 'bitter', 'whole milk', 'vanilla extract']"
10133,"['olive oil', 'toasted pine nut', 'spinach leaf', 'red onion', 'balsamic vinegar', 'sultana', 'pasta', 'caper']"
10134,"['turmeric', 'onion', 'vegetable stock', 'pistachio', 'vegetable oil', 'basmati rice', 'spring onion']"
10135,"['onion', 'milk', 'nutmeg', 'bay leaf', 'mace', 'bread']"
10136,"['vegetable stock', 'meatball', 'red apple', 'onion']"
10137,"['ground cardamom', 'chilli', 'garlic clove', 'saffron', 'cinnamon stick', 'butter', 'onion', 'garam masala', 'lime', 'pumpkin', 'mint leaf', 'basmati rice', 'ginger', 'mace', 'grated nutmeg', 'bay leaf', 'chilli powder', 'greek yogurt']"
10138,"['garlic clove', 'garam masala', 'naan', 'butter', 'turmeric', 'steak', 'mango chutney', 'coriander', 'vegetable oil', 'aubergine', 'banana', 'coconut', 'pomegranate', 'almond', 'cumin seed']"
10139,"['sirloin steak', 'red chilli', 'sunflower oil', 'vegetable stock', 'ginger', 'egg noodle', 'spring onion']"
10140,"['olive oil', 'red wine', 'orange', 'carrot', 'onion', 'butter', 'red onion', 'lemon', 'chicken stock', 'bay leaf', 'turkey', 'stuffing', 'butternut squash']"
10141,"['olive oil', 'butter', 'boneless skinless chicken breast', 'orange', 'orange juice', 'balsamic vinegar', 'chicken stock', 'rice', 'rosemary leaf', 'muscovado sugar']"
10142,"['chilli', 'parsnip', 'garlic clove', 'garam masala', 'cauliflower', 'butter', 'onion', 'carrot', 'sunflower oil', 'shortcrust pastry', 'yogurt', 'plain flour', 'milk', 'coriander', 'ground turmeric', 'frozen pea']"
10143,"['white wine vinegar', 'butter', 'asparagus spear', 'egg yolk', 'sunflower oil', 'white pepper', 'lemon', 'new potato', 'salmon', 'garlic', 'mustard', 'rapeseed oil']"
10144,"['maple syrup', 'orange', 'cinnamon', 'rolled oat', 'rapeseed oil', 'mixed nut', 'mixed spice']"
10145,"['sherry vinegar', 'cherry tomato', 'garlic clove', 'walnut', 'bacon', 'olive oil', 'baby spinach', 'extravirgin olive oil', 'roquefort', 'basil leaf']"
